Gemeentenummer 2021;Gemeentenaam 2021;Gebruiksfunctie;Geen plat dak (m2);Wel plat dak (m2);Onbekend (m2);Dakoppervlak totaal (m2)
;;bijeenkomstfunctie;18096;28602;0;46699
;;gezondheidszorgfunctie;1339;8606;0;9945
;;industriefunctie;618870;850949;136725;1606544
;;kantoorfunctie;25029;126634;387;152049
;;logiesfunctie;24936;33636;1483;60054
;;onderwijsfunctie;3788;27151;0;30939
;;overige gebruiksfunctie;124053;105349;1284;230686
;;sportfunctie;4465;48362;0;52827
;;winkelfunctie;30082;125110;0;155192
;;woonfunctie;1750845;398050;10531;2159426
1895;Oldambt;onbekend;513529;448093;88686;1050309
;;bijeenkomstfunctie;19667;22022;3356;45045
;;gezondheidszorgfunctie;4973;10455;0;15428
;;industriefunctie;69313;320533;8551;398397
;;kantoorfunctie;9478;78401;1496;89375
;;logiesfunctie;2005;7482;1530;11017
;;onderwijsfunctie;3983;42053;3389;49424
;;overige gebruiksfunctie;7296;37982;12390;57668
;;sportfunctie;810;20991;1902;23703
;;winkelfunctie;22762;131746;4972;159480
;;woonfunctie;1668239;380162;40605;2089006
1896;Zwartewaterland;onbekend;226174;320670;19380;566224
;;bijeenkomstfunctie;11422;17232;27;28681
;;gezondheidszorgfunctie;1504;2669;0;4172
;;industriefunctie;58219;528788;0;587006
;;kantoorfunctie;5283;162771;0;168054
;;logiesfunctie;138;3448;0;3586
;;onderwijsfunctie;3073;20146;765;23984
;;overige gebruiksfunctie;11980;28443;120;40544
;;sportfunctie;1348;12922;0;14270
;;winkelfunctie;14070;49550;52;63673
;;woonfunctie;716253;112728;12107;841088
1900;Súdwest-Fryslân;onbekend;1146660;871547;45120;2063327
;;bijeenkomstfunctie;58814;47273;364;106451
;;gezondheidszorgfunctie;4324;34848;39;39212
;;industriefunctie;129582;789173;8012;926767
;;kantoorfunctie;33188;233646;4687;271521
;;ligplaats;0;98;0;98
;;logiesfunctie;51114;22750;7875;81739
;;onderwijsfunctie;15643;105189;0;120832
;;overige gebruiksfunctie;37931;110754;4931;153617
;;sportfunctie;12290;72488;1309;86087
;;standplaats;99;35;0;134
;;winkelfunctie;48407;182213;4955;235575
;;woonfunctie;3791182;1128144;59711;4979037
1901;Bodegraven-Reeuwijk;onbekend;372511;317150;10588;700249
;;bijeenkomstfunctie;11100;22561;0;33661
;;gezondheidszorgfunctie;1565;4437;238;6240
;;industriefunctie;26067;210862;300;237229
;;kantoorfunctie;6898;112799;9927;129625
;;logiesfunctie;2018;2058;6597;10673
;;onderwijsfunctie;1777;12635;0;14412
;;overige gebruiksfunctie;6402;23300;906;30608
;;sportfunctie;1009;15753;563;17326
;;winkelfunctie;9130;97303;0;106433
;;woonfunctie;902127;280156;32154;1214437
1903;Eijsden-Margraten;onbekend;214037;238453;5149;457639
;;bijeenkomstfunctie;12925;15270;0;28194
;;gezondheidszorgfunctie;635;6081;0;6717
;;industriefunctie;23279;148986;0;172266
;;kantoorfunctie;5214;20466;0;25680
;;logiesfunctie;19042;6264;1436;26742
;;onderwijsfunctie;1032;14695;0;15727
;;overige gebruiksfunctie;12789;116205;54;129048
;;sportfunctie;1488;14616;0;16105
;;winkelfunctie;10701;65477;0;76178
;;woonfunctie;956898;332575;5943;1295416
1904;Stichtse Vecht;onbekend;491528;467865;7241;966634
;;bijeenkomstfunctie;15120;14322;61;29504
;;gezondheidszorgfunctie;732;10542;0;11273
;;industriefunctie;38345;175468;0;213813
;;kantoorfunctie;15079;71341;4940;91360
;;logiesfunctie;8796;20001;1744;30541
;;onderwijsfunctie;2908;52604;0;55512
;;overige gebruiksfunctie;21962;64354;1473;87789
;;sportfunctie;3983;17731;0;21715
;;winkelfunctie;17322;67192;861;85375
;;woonfunctie;1530814;396476;18413;1945704
1911;Hollands Kroon;onbekend;1670301;1283823;25084;2979208
;;bijeenkomstfunctie;16001;27350;366;43716
;;gezondheidszorgfunctie;4334;9774;1035;15143
;;industriefunctie;3529543;466288;4957;4000787
;;kantoorfunctie;26355;136005;6001;168362
;;logiesfunctie;13248;24704;3269;41220
;;onderwijsfunctie;3609;25639;0;29248
;;overige gebruiksfunctie;15415;47053;6170;68638
;;sportfunctie;3463;40803;0;44266
;;winkelfunctie;26336;122111;0;148446
;;woonfunctie;1946840;451057;14333;2412230
1916;Leidschendam-Voorburg;onbekend;199933;202373;1712;404019
;;bijeenkomstfunctie;13169;22567;218;35954
;;gezondheidszorgfunctie;5552;26091;0;31643
;;industriefunctie;88098;171003;0;259102
;;kantoorfunctie;9059;93731;0;102790
;;logiesfunctie;755;2831;0;3587
;;onderwijsfunctie;5691;49169;0;54860
;;overige gebruiksfunctie;11292;46990;0;58282
;;sportfunctie;7163;21632;0;28795
;;winkelfunctie;52140;100439;4730;157309
;;woonfunctie;974440;760445;8656;1743540
1924;Goeree-Overflakkee;onbekend;609586;680944;34282;1324811
;;bijeenkomstfunctie;29686;40192;1126;71005
;;gezondheidszorgfunctie;3377;8734;0;12111
;;industriefunctie;160875;409711;6380;576966
;;kantoorfunctie;16841;83157;1522;101519
;;logiesfunctie;145674;107244;4017;256935
;;onderwijsfunctie;6013;56266;0;62278
;;overige gebruiksfunctie;42189;65535;1630;109354
;;sportfunctie;1403;23789;0;25193
;;standplaats;9;57;0;66
;;winkelfunctie;35102;132441;929;168472
;;woonfunctie;1552994;281108;33878;1867980
1926;Pijnacker-Nootdorp;onbekend;2103336;1101105;9510;3213951
;;bijeenkomstfunctie;11122;28845;300;40267
;;gezondheidszorgfunctie;232;9712;227;10170
;;industriefunctie;706493;364337;2391;1073221
;;kantoorfunctie;64231;196996;3866;265093
;;logiesfunctie;0;4112;0;4112
;;onderwijsfunctie;0;27486;0;27486
;;overige gebruiksfunctie;6432;43597;69;50097
;;sportfunctie;0;17216;0;17216
;;winkelfunctie;21186;47497;495;69178
;;woonfunctie;1050352;433859;76591;1560802
1930;Nissewaard;onbekend;175188;350466;6279;531933
;;bijeenkomstfunctie;15139;48197;0;63336
;;gezondheidszorgfunctie;1091;23742;0;24834
;;industriefunctie;32426;290330;0;322757
;;kantoorfunctie;2402;89278;0;91680
;;logiesfunctie;995;1193;0;2189
;;onderwijsfunctie;1968;74655;0;76623
;;overige gebruiksfunctie;9405;106693;261;116359
;;sportfunctie;1913;44506;0;46420
;;standplaats;74;0;0;74
;;winkelfunctie;15730;150745;0;166474
;;woonfunctie;1457224;583484;31763;2072472
1931;Krimpenerwaard;onbekend;575862;563434;18598;1157894
;;bijeenkomstfunctie;19786;26270;35;46091
;;gezondheidszorgfunctie;3413;19781;0;23193
;;industriefunctie;65029;494922;10734;570685
;;kantoorfunctie;9910;45849;3777;59536
;;logiesfunctie;2063;614;0;2677
;;onderwijsfunctie;1947;43121;0;45068
;;overige gebruiksfunctie;14747;49597;833;65176
;;sportfunctie;1088;17413;0;18502
;;standplaats;0;165;0;165
;;winkelfunctie;26197;49773;2799;78768
;;woonfunctie;1425640;342470;44372;1812482
1940;De Fryske Marren;onbekend;844074;608524;32460;1485058
;;bijeenkomstfunctie;26745;27808;0;54553
;;gezondheidszorgfunctie;2051;6834;0;8885
;;industriefunctie;57149;303068;8692;368909
;;kantoorfunctie;11000;187597;5827;204424
;;logiesfunctie;25245;13530;10358;49132
;;onderwijsfunctie;9478;44188;1451;55118
;;overige gebruiksfunctie;39537;152227;2779;194543
;;sportfunctie;5251;49385;318;54954
;;winkelfunctie;25510;110632;1099;137241
;;woonfunctie;2289235;611676;33028;2933939
1942;Gooise Meren;onbekend;143014;163400;6452;312866
;;bijeenkomstfunctie;28155;40099;1152;69406
;;gezondheidszorgfunctie;3891;15545;0;19436
;;industriefunctie;24889;122340;0;147229
;;kantoorfunctie;30000;100987;0;130987
;;logiesfunctie;1499;10741;0;12240
;;onderwijsfunctie;5182;37838;0;43020
;;overige gebruiksfunctie;20419;73826;2490;96736
;;sportfunctie;951;23635;413;24999
;;winkelfunctie;24041;127963;805;152809
;;woonfunctie;1369563;338798;15784;1724145
1945;Berg en Dal;onbekend;341342;295791;6288;643421
;;bijeenkomstfunctie;11836;35607;387;47830
;;gezondheidszorgfunctie;795;23665;0;24460
;;industriefunctie;36267;121756;2239;160261
;;kantoorfunctie;5156;19024;1582;25763
;;logiesfunctie;4153;10489;0;14642
;;onderwijsfunctie;1984;38859;0;40843
;;overige gebruiksfunctie;23932;54742;3209;81883
;;sportfunctie;8272;15793;0;24064
;;winkelfunctie;10422;45276;1343;57041
;;woonfunctie;1072200;233499;22280;1327979
1948;Meierijstad;onbekend;1575761;1621903;32297;3229961
;;bijeenkomstfunctie;35900;72916;0;108815
;;gezondheidszorgfunctie;2993;19684;0;22677
;;industriefunctie;134113;1634452;5003;1773568
;;kantoorfunctie;17642;222678;7902;248223
;;logiesfunctie;15325;28232;0;43557
;;onderwijsfunctie;7646;69373;0;77019
;;overige gebruiksfunctie;20739;74129;92;94960
;;sportfunctie;5280;57683;160;63122
;;winkelfunctie;35439;183013;99;218551
;;woonfunctie;2617480;679267;41807;3338554
1949;Waadhoeke;onbekend;766505;684989;38391;1489885
;;bijeenkomstfunctie;30961;23201;0;54163
;;gezondheidszorgfunctie;1567;10220;0;11786
;;industriefunctie;1032556;471407;5365;1509328
;;kantoorfunctie;8248;83885;463;92596
;;logiesfunctie;1893;750;139;2782
;;onderwijsfunctie;10184;34322;0;44506
;;overige gebruiksfunctie;36965;73116;3165;113246
;;sportfunctie;2739;37669;484;40892
;;winkelfunctie;14664;87281;275;102220
;;woonfunctie;2047160;475028;22429;2544618
1950;Westerwolde;onbekend;700158;514209;65764;1280131
;;bijeenkomstfunctie;10125;17530;1083;28738
;;gezondheidszorgfunctie;5457;9365;1073;15896
;;industriefunctie;37685;33183;1332;72200
;;kantoorfunctie;7383;96888;1093;105364
;;logiesfunctie;12065;494;528;13088
;;onderwijsfunctie;2706;27472;0;30178
;;overige gebruiksfunctie;6315;15228;3023;24566
;;sportfunctie;4047;8840;0;12888
;;winkelfunctie;5856;36940;0;42796
;;woonfunctie;1379015;278595;22030;1679640
1952;Midden-Groningen;onbekend;722373;784631;51391;1558395
;;bijeenkomstfunctie;16094;28524;0;44617
;;gezondheidszorgfunctie;4010;18291;1581;23882
;;industriefunctie;121839;484489;22812;629141
;;kantoorfunctie;3953;127265;2584;133802
;;logiesfunctie;505;22810;0;23315
;;onderwijsfunctie;7886;45703;0;53589
;;overige gebruiksfunctie;14448;56583;927;71958
;;sportfunctie;866;32169;0;33035
;;winkelfunctie;25605;96495;3717;125816
;;woonfunctie;2347272;1055139;37270;3439682
1954;Beekdaelen;onbekend;198475;284966;4332;487774
;;bijeenkomstfunctie;13776;16346;0;30122
;;gezondheidszorgfunctie;3245;13332;0;16577
;;industriefunctie;30225;153941;60;184226
;;kantoorfunctie;6924;63234;0;70158
;;logiesfunctie;5219;2958;46;8224
;;onderwijsfunctie;2061;16608;0;18670
;;overige gebruiksfunctie;10432;21229;350;32011
;;sportfunctie;1888;16617;60;18565
;;standplaats;140;275;0;415
;;winkelfunctie;12806;69112;120;82038
;;woonfunctie;1264113;534685;6612;1805410
1955;Montferland;onbekend;554526;476629;4449;1035604
;;bijeenkomstfunctie;15516;12734;46;28297
;;gezondheidszorgfunctie;638;5406;0;6043
;;industriefunctie;21904;428473;0;450377
;;kantoorfunctie;8344;197727;316;206387
;;logiesfunctie;18904;6709;59;25671
;;onderwijsfunctie;1111;29284;917;31312
;;overige gebruiksfunctie;8614;57389;95;66098
;;sportfunctie;2018;24409;0;26427
;;winkelfunctie;5826;71567;0;77393
;;woonfunctie;1310374;262175;10907;1583457
1959;Altena;onbekend;661968;772850;30481;1465299
;;bijeenkomstfunctie;28820;41638;674;71132
;;gezondheidszorgfunctie;5988;37708;218;43913
;;industriefunctie;146225;609721;16194;772140
;;kantoorfunctie;10453;97424;4195;112073
;;logiesfunctie;3264;11140;1207;15610
;;onderwijsfunctie;7333;50521;0;57854
;;overige gebruiksfunctie;14121;81675;691;96487
;;sportfunctie;1515;22422;0;23936
;;standplaats;0;67;0;67
;;winkelfunctie;22556;72212;1836;96603
;;woonfunctie;1690056;371219;43857;2105131
1960;West Betuwe;onbekend;1123085;1056462;25942;2205489
;;bijeenkomstfunctie;29118;35774;284;65175
;;gezondheidszorgfunctie;1315;7090;0;8405
;;industriefunctie;122587;667745;61696;852028
;;kantoorfunctie;39273;349745;1120;390138
;;logiesfunctie;4329;22126;0;26455
;;onderwijsfunctie;11865;34538;866;47269
;;overige gebruiksfunctie;23212;68090;110;91413
;;sportfunctie;3345;25220;0;28565
;;standplaats;199;59;0;258
;;winkelfunctie;37416;126956;750;165122
;;woonfunctie;1842511;542790;48999;2434300
1961;Vijfheerenlanden;onbekend;487334;500494;14941;1002769
;;bijeenkomstfunctie;25843;28698;0;54541
;;gezondheidszorgfunctie;6677;10957;0;17635
;;industriefunctie;50739;591378;41881;683998
;;kantoorfunctie;17970;246129;10915;275015
;;logiesfunctie;2519;11377;0;13896
;;onderwijsfunctie;8499;38761;0;47260
;;overige gebruiksfunctie;4580;33469;49;38098
;;sportfunctie;649;43695;0;44345
;;winkelfunctie;23851;158268;2008;184128
;;woonfunctie;1386218;312758;67669;1766645
1963;Hoeksche Waard;onbekend;454968;757656;14167;1226791
;;bijeenkomstfunctie;18879;36696;1358;56933
;;gezondheidszorgfunctie;4525;40837;0;45362
;;industriefunctie;486226;1270050;8628;1764903
;;kantoorfunctie;16482;125480;12036;153998
;;ligplaats;149;0;0;149
;;logiesfunctie;1045;1859;0;2904
;;onderwijsfunctie;1462;75553;0;77015
;;overige gebruiksfunctie;44516;76822;197;121535
;;sportfunctie;3954;40515;4;44473
;;winkelfunctie;49438;116030;68;165537
;;woonfunctie;2461056;508196;39537;3008789
1966;Het Hogeland;onbekend;1021202;750265;293402;2064870
;;bijeenkomstfunctie;51659;33859;888;86406
;;gezondheidszorgfunctie;3835;8962;353;13150
;;industriefunctie;95736;294691;29791;420219
;;kantoorfunctie;13563;73703;8133;95399
;;logiesfunctie;1802;1835;1732;5369
;;onderwijsfunctie;16697;38061;2605;57362
;;overige gebruiksfunctie;12992;49860;9995;72847
;;sportfunctie;3720;26767;2012;32499
;;winkelfunctie;38650;105888;362;144901
;;woonfunctie;2842222;405148;48334;3295705
1969;Westerkwartier;onbekend;1254705;757647;57597;2069949
;;bijeenkomstfunctie;30424;45630;0;76054
;;gezondheidszorgfunctie;1639;10341;206;12187
;;industriefunctie;65432;348201;23192;436826
;;kantoorfunctie;13480;189735;23337;226552
;;logiesfunctie;646;3931;0;4576
;;onderwijsfunctie;6863;47524;8214;62600
;;overige gebruiksfunctie;14781;34384;881;50045
;;sportfunctie;2787;46388;0;49175
;;standplaats;169;0;0;169
;;winkelfunctie;35574;208396;1615;245585
;;woonfunctie;2845242;512152;91725;3449119
1970;Noardeast-Fryslân;onbekend;687440;502104;46667;1236210
;;bijeenkomstfunctie;38711;36927;443;76082
;;gezondheidszorgfunctie;1672;8432;0;10103
;;industriefunctie;124141;379492;19355;522988
;;kantoorfunctie;10120;70654;1589;82363
;;logiesfunctie;29928;7531;19936;57395
;;onderwijsfunctie;6062;66373;0;72435
;;overige gebruiksfunctie;13268;21161;4781;39210
;;sportfunctie;4630;27199;88;31916
;;winkelfunctie;29315;135840;858;166013
;;woonfunctie;2104950;486412;22695;2614057
1978;Molenlanden;onbekend;668964;692263;20843;1382070
;;bijeenkomstfunctie;30577;22030;0;52607
;;gezondheidszorgfunctie;2579;4614;0;7193
;;industriefunctie;43781;276599;3216;323596
;;kantoorfunctie;21621;175542;2596;199759
;;logiesfunctie;1146;223;220;1590
;;onderwijsfunctie;8924;23723;0;32647
;;overige gebruiksfunctie;31522;26609;486;58617
;;sportfunctie;7053;20291;0;27344
;;winkelfunctie;21023;57200;92;78315
;;woonfunctie;1298540;155674;26956;1481169
1979;Eemsdelta;onbekend;718700;732448;80266;1531414
;;bijeenkomstfunctie;33288;36966;348;70602
;;gezondheidszorgfunctie;2255;17657;0;19912
;;industriefunctie;63722;353786;7517;425026
;;kantoorfunctie;8992;66102;5427;80521
;;logiesfunctie;1685;3451;372;5508
;;onderwijsfunctie;11161;47962;1065;60188
;;overige gebruiksfunctie;10217;48820;863;59900
;;sportfunctie;3618;21132;0;24750
;;winkelfunctie;27765;94423;2352;124541
;;woonfunctie;2056156;442631;32942;2531728
